fawn	young
wheatworm	person
wheatworm	organism
eucalyptus	eucalyptus
bullace	tree
bullace	plant
bullace	actor
bullace	performer
bullace	entertainer
bullace	person
bullace	organism
perennial	perennial
strawberry	strawberry
sinner	sinner
sinner	wrongdoer
postilion	rider
postilion	traveler
splicer	craftsman
coontie	plant
coontie	actor
coontie	performer
coontie	entertainer
coontie	person
coontie	organism
actress	actress
gorgonian	invertebrate
provincial	provincial
mongoose	viverrine
mongoose	carnivore
mongoose	predator
copartner	person
copartner	organism
feminist	feminist
feminist	reformer
feminist	disputant
regent	regent
empiricist	scholar
empiricist	intellectual
paramyxovirus	virus
paramyxovirus	microorganism
anchovy	fish
tort-feasor	person
tort-feasor	organism
fumitory	herb
fumitory	plant
fumitory	actor
fumitory	performer
fumitory	entertainer
tovarich	companion
tovarich	attendant
tovarich	assistant
tovarich	worker
tovarich	person
tovarich	organism
commelina	flower
commelina	angiosperm
commelina	spermatophyte
commelina	plant
commelina	actor
commelina	performer
commelina	entertainer
friar	religious
lark	lark
lark	oscine
lark	passerine
snatcher	thief
snatcher	criminal
snatcher	principal
snatcher	financier
snatcher	capitalist
snatcher	conservative
snatcher	adult
goldilocks	flower
goldilocks	angiosperm
goldilocks	spermatophyte
cleric	clergyman
cyprinodont	fish
ceratozamia	plant
ceratozamia	actor
ceratozamia	performer
ceratozamia	entertainer
ceratozamia	person
ceratozamia	organism
informant	informant
courbaril	tree
courbaril	plant
courbaril	actor
courbaril	performer
courbaril	entertainer
courbaril	person
courbaril	organism
dragonhead	herb
dragonhead	plant
dragonhead	actor
dragonhead	performer
dragonhead	entertainer
stagehand	employee
stagehand	worker
Pole	inhabitant
stenopterygius	organism
heir	heir
heir	recipient
heir	acquirer
needleworker	needleworker
partitionist	person
partitionist	organism
porter	porter
pill	pill
cockspur	tree
cockspur	plant
cockspur	actor
cockspur	performer
cockspur	entertainer
nudist	nudist
nudist	individualist
polack	inhabitant
lazybones	nonworker
shrimp	shrimp
shrimp	crustacean
star-duckweed	person
star-duckweed	organism
pistachio	tree
opepe	plant
opepe	actor
opepe	performer
opepe	entertainer
opepe	person
opepe	organism
subduer	person
subduer	organism
ox	ox
garmentmaker	garmentmaker
garmentmaker	needleworker
vicar	priest
vicar	clergyman
foster-daughter	person
foster-daughter	organism
yam	vine
klutz	stupid
klutz	simpleton
ponce	man
dribbler	athlete
dribbler	contestant
treelet	tree
treelet	plant
treelet	actor
treelet	performer
treelet	entertainer
treelet	person
treelet	organism
pumpkinseed	fish
pumpkinseed	vertebrate
pumpkinseed	chordate
pumpkinseed	animal
calliandra	shrub
calliandra	plant
calliandra	actor
calliandra	performer
calliandra	entertainer
cardoon	herb
cardoon	plant
cardoon	actor
cardoon	performer
cardoon	entertainer
archdeacon	clergyman
archdeacon	leader
soprano	soprano
synthesist	intellectual
ministrant	leader
ministrant	person
ministrant	organism
roller-skater	athlete
roller-skater	contestant
mossback	conservative
mossback	adult
toiler	worker
functionalist	advocate
functionalist	lawyer
functionalist	professional
functionalist	athlete
functionalist	contestant
boulevardier	person
boulevardier	organism
magdalen	wrongdoer
skinhead	hood
skinhead	criminal
skinhead	principal
skinhead	financier
skinhead	capitalist
skinhead	conservative
heather	heather
heather	heath
idiot	idiot
stumbler	pedestrian
stumbler	traveler
philologist	scholar
philologist	intellectual
bounder	athlete
bounder	contestant
lexicographer	scientist
dinoflagellate	microorganism
shepherdess	laborer
shepherdess	workman
shepherdess	employee
spammer	sender
uxoricide	person
uxoricide	organism
actinomycete	eubacteria
actinomycete	moneran
actinomycete	microorganism
spellbinder	speaker
spellbinder	articulator
spellbinder	communicator
booker	booker
pitchman	employee
pitchman	worker
farkleberry	plant
farkleberry	actor
farkleberry	performer
farkleberry	entertainer
farkleberry	person
farkleberry	organism
nudnik	person
nudnik	organism
lumberman	laborer
lumberman	workman
lumberman	employee
lignosae	person
lignosae	organism
moonlighter	worker
pachycephalosaur	vertebrate
pachycephalosaur	chordate
pachycephalosaur	animal
pachycephalosaur	organism
pyrethrum	herb
pyrethrum	plant
pyrethrum	actor
pyrethrum	performer
pyrethrum	entertainer
wanton	sensualist
phaius	flower
phaius	angiosperm
phaius	spermatophyte
phaius	plant
phaius	actor
phaius	performer
phaius	entertainer
phaius	person
phaius	organism
hyrax	placental
hyrax	mammal
hyrax	vertebrate
hyrax	chordate
hyrax	animal
viverrine	viverrine
viverrine	carnivore
viverrine	predator
painter	painter
cress	crucifer
cress	herb
justiciar	official
justiciar	worker
justiciar	person
costusroot	person
costusroot	organism
monocarp	person
monocarp	organism
vassal	follower
vassal	traveler
verbena	flower
verbena	angiosperm
verbena	spermatophyte
psychologist	psychologist
salmonella	eubacteria
salmonella	moneran
salmonella	microorganism
madam	madam
madam	businesswoman
porgy	fish
tanekaha	plant
tanekaha	actor
tanekaha	performer
tanekaha	entertainer
tanekaha	person
tanekaha	organism
cockatoo	parrot
cockatoo	copycat
wallflower	flower
wallflower	angiosperm
wallflower	spermatophyte
lockmaster	worker
teg	lamb
teg	victim
teg	unfortunate
runner-up	rival
bully	bully
bully	hood
bully	criminal
magnolia	magnolia
vaudevillian	performer
vaudevillian	entertainer
paralegal	paralegal
paralegal	paraprofessional
lovebird	parrot
lovebird	copycat
miniaturist	worker
abator	person
abator	organism
sugarberry	tree
sugarberry	plant
sugarberry	actor
sugarberry	performer
sugarberry	entertainer
conciliator	negotiator
conciliator	communicator
gametophyte	plant
gametophyte	actor
gametophyte	performer
gametophyte	entertainer
ceratodus	fish
ceratodus	vertebrate
ceratodus	chordate
ceratodus	animal
bobbysoxer	person
bobbysoxer	organism
gunrunner	capitalist
gunrunner	conservative
gunrunner	adult
peccary	ungulate
peccary	placental
peccary	mammal
peccary	vertebrate
peccary	chordate
peccary	animal
thrift	thrift
thrift	subshrub
heifer	young
sophisticate	sophisticate
deadhead	nonworker
cancerweed	person
cancerweed	organism
longan	tree
longan	plant
longan	actor
longan	performer
longan	entertainer
ex-president	president
ex-president	leader
muscadine	vine
muscadine	plant
muscadine	actor
muscadine	performer
muscadine	entertainer
ocelot	cat
ocelot	woman
ocelot	female
tragopan	game
tragopan	animal
herring	herring
aberrant	anomaly
moorcock	game
harlequin	clown
harlequin	fool
harlequin	simpleton
wax-chandler	person
wax-chandler	organism
keyboardist	musician
rustic	rustic
rustic	commoner
poetess	writer
poetess	literate
infusorian	organism
burrawong	person
burrawong	organism
aconite	plant
pillwort	plant
pillwort	actor
pillwort	performer
pillwort	entertainer
pillwort	person
pillwort	organism
ladybug	beetle
ladybug	insect
ladybug	arthropod
ladybug	invertebrate
miro	conifer
flax	flax
spendthrift	consumer
spendthrift	user
chaplain	chaplain
chaplain	clergyman
croton	shrub
stationmaster	officer
stationmaster	mariner
stationmaster	sailor
stationmaster	worker
debater	debater
debater	disputant
dickeybird	vertebrate
dickeybird	chordate
dickeybird	animal
dickeybird	organism
onychophoran	animal
onychophoran	organism
lobelia	herb
wrestler	wrestler
plagiarist	criminal
plagiarist	principal
plagiarist	financier
plagiarist	capitalist
plagiarist	conservative
plagiarist	adult
blewits	organism
pony	pony
pony	racehorse
yardmaster	employee
salter	preserver
salter	cook
libertarian	libertarian
libertarian	philosopher
durian	tree
durian	plant
radiographer	specialist
radiographer	expert
uakari	primate
uakari	placental
uakari	mammal
uakari	vertebrate
uakari	chordate
uakari	animal
uakari	organism
bourtree	plant
bourtree	actor
bourtree	performer
bourtree	entertainer
bourtree	person
bourtree	organism
peregrine	falcon
peregrine	hawk
peregrine	militarist
playmaker	player
playmaker	participant
playmaker	associate
withstander	person
withstander	organism
toxicologist	scientist
dasyure	mammal
dasyure	vertebrate
dasyure	chordate
dasyure	animal
dasyure	organism
hairsplitter	person
hairsplitter	organism
heliozoan	organism
teleologist	person
teleologist	organism
dipterocarp	tree
dipterocarp	plant
dipterocarp	actor
dipterocarp	performer
dipterocarp	entertainer
reversioner	person
reversioner	organism
diplococcus	microorganism
allamanda	vine
allamanda	plant
allamanda	actor
allamanda	performer
allamanda	entertainer
kitten-tails	person
kitten-tails	organism
barbu	fish
barbu	vertebrate
barbu	chordate
barbu	animal
halibut	flatfish
halibut	fish
plaice	fish
plaice	vertebrate
plaice	chordate
copper	copper
silverberry	shrub
silverberry	plant
silverberry	actor
silverberry	performer
silverberry	entertainer
silverberry	person
utilizer	user
utilizer	person
utilizer	organism
neritina	invertebrate
neritina	animal
neritina	organism
grison	animal
environmentalist	reformer
environmentalist	disputant
anthurium	plant
anthurium	actor
anthurium	performer
anthurium	entertainer
prodigy	prodigy
prodigy	genius
pademelon	mammal
pademelon	vertebrate
pademelon	chordate
pademelon	animal
pademelon	organism
conformist	conservative
diapheromera	animal
diapheromera	organism
argentine	argentine
cornflower	flower
cornflower	angiosperm
cornflower	spermatophyte
protozoan	protozoan
protozoan	protoctist
protozoan	microorganism
reenactor	actor
reenactor	performer
reenactor	entertainer
beekeeper	farmer
beekeeper	creator
hawkbit	plant
hawkbit	actor
hawkbit	performer
hawkbit	entertainer
hawkbit	person
hawkbit	organism
tobogganist	person
tobogganist	organism
twaddler	communicator
twaddler	person
twaddler	organism
guar	legume
guar	climber
guar	vine
roebuck	deer
roebuck	ruminant
roebuck	ungulate
pike-perch	perch
pike-perch	fish
duchess	Lady
duchess	aristocrat
florist	florist
florist	shopkeeper
tilter	contestant
hardliner	conservative
hardliner	adult
don't-know	party
fireman	fireman
fireman	defender
fireman	preserver
disbeliever	disbeliever
tactician	planner
butcherbird	oscine
butcherbird	passerine
butcherbird	bird
butcherbird	vertebrate
butcherbird	chordate
butcherbird	animal
cookie	cookie
whippoorwill	bird
whippoorwill	vertebrate
whippoorwill	chordate
whippoorwill	animal
seahorse	fish
ethologist	scientist
ethologist	person
ethologist	organism
rollerblader	athlete
rollerblader	contestant
rollerblader	person
rollerblader	organism
sirrah	male
astrogator	worker
astrogator	person
astrogator	organism
grackle	oscine
grackle	passerine
grackle	bird
grackle	vertebrate
grackle	chordate
grackle	animal
Indian	Asian
doyenne	shrub
doyenne	plant
doyenne	actor
doyenne	performer
doyenne	entertainer
parachutist	athlete
parachutist	contestant
tare	legume
tare	climber
tare	vine
dayboy	person
dayboy	organism
somniloquist	person
somniloquist	organism
metatherian	metatherian
wildflower	wildflower
wildflower	wilding
benedick	spouse
benedick	relative
oxtongue	plant
oxtongue	actor
oxtongue	performer
oxtongue	entertainer
oxtongue	person
oxtongue	organism
treasurer	treasurer
correspondent	correspondent
correspondent	journalist
wayfarer	wayfarer
wayfarer	pedestrian
satinleaf	actor
satinleaf	performer
satinleaf	entertainer
satinleaf	person
satinleaf	organism
hypermastigote	organism
godparent	godparent
godparent	patron
motmot	bird
motmot	vertebrate
motmot	chordate
motmot	animal
yellowwood	tree
yellowwood	plant
architect	architect
dispenser	dispenser
shrike	oscine
shrike	passerine
shrike	bird
cleaner	cleaner
endameba	organism
bookworm	reader
bookworm	literate
draper	draper
draper	trader
currawong	oscine
currawong	passerine
currawong	bird
currawong	vertebrate
currawong	chordate
currawong	animal
drudge	laborer
drudge	workman
manic-depressive	unfortunate
drone	bee
drone	insect
drone	arthropod
drone	invertebrate
bufo	inhabitant
donor	donor
sandwort	flower
sandwort	angiosperm
sandwort	spermatophyte
sandwort	plant
sandwort	actor
sandwort	performer
sandwort	entertainer
foreman	foreman
foreman	supervisor
jawan	soldier
jawan	serviceman
jawan	worker
hygrophyte	person
hygrophyte	organism
adder	calculator
woodcock	shorebird
woodcock	bird
screenwriter	screenwriter
screenwriter	scriptwriter
screenwriter	writer
screenwriter	literate
highjacker	criminal
highjacker	principal
highjacker	financier
highjacker	capitalist
highjacker	conservative
highjacker	adult
breaker	breaker
breaker	quarryman
sowbread	plant
sowbread	actor
sowbread	performer
sowbread	entertainer
sowbread	person
sowbread	organism
nan	nan
nan	grandma
nan	grandparent
nan	forebear
woodcarver	craftsman
hyena	canine
hyena	carnivore
hyena	predator
chufa	plant
chufa	actor
chufa	performer
chufa	entertainer
chufa	person
chufa	organism
amphibian	amphibian
clansman	member
clansman	associate
clansman	subordinate
clansman	assistant
bacchante	religious
co-ed	co-ed
co-ed	undergraduate
co-ed	collegian
stoner	attacker
stoner	wrongdoer
calisaya	plant
calisaya	actor
calisaya	performer
calisaya	entertainer
calisaya	person
calisaya	organism
ballplayer	ballplayer
iguanid	lizard
iguanid	saurian
iguanid	diapsid
iguanid	reptile
wetter	workman
wetter	employee
father-figure	man
father-figure	subordinate
father-figure	assistant
father-figure	worker
underdog	failure
underdog	unfortunate
dombeya	shrub
dombeya	plant
dombeya	actor
dombeya	performer
dombeya	entertainer
dombeya	person
dombeya	organism
hardtack	tree
hardtack	plant
hardtack	actor
hardtack	performer
hardtack	entertainer
delinquent	delinquent
delinquent	wrongdoer
creepy-crawly	animal
aficionado	fan
aficionado	follower
aficionado	traveler
goody-goody	follower
goody-goody	traveler
greylag	bird
greylag	vertebrate
greylag	chordate
greylag	animal
corkwood	shrub
corkwood	plant
corkwood	actor
corkwood	performer
corkwood	entertainer
corkwood	person
corkwood	organism
freedman	freeman
freedman	citizen
freedman	national
compiler	compiler
rhizoctinia	organism
expositor	intellectual
allegorizer	person
allegorizer	organism
staggerbush	plant
staggerbush	actor
staggerbush	performer
staggerbush	entertainer
staggerbush	person
staggerbush	organism
thermoacidophile	organism
seminarian	student
seminarian	enrollee
underachiever	student
underachiever	enrollee
taxonomist	scientist
suckling	young
choreographer	creator
farrier	smith
grandfather	grandfather
grandfather	grandparent
grandfather	forebear
bard	bard
bard	poet
bard	writer
thistle	thistle
thistle	weed
laurel	laurel
calaba	tree
calaba	plant
calaba	actor
calaba	performer
calaba	entertainer
calaba	person
calaba	organism
octopod	octopod
octopod	cephalopod
octopod	mollusk
inga	tree
rod	rod
kapok	tree
slapper	workman
slapper	employee
nincompoop	simpleton
yardman	workman
yardman	employee
yardman	worker
binturong	animal
binturong	organism
capercaillie	game
capercaillie	animal
chichipe	person
chichipe	organism
blackthorn	shrub
blackthorn	plant
blackthorn	actor
blackthorn	performer
blackthorn	entertainer
opposition	opposition
ordinand	leader
ordinand	person
ordinand	organism
pennyroyal	herb
pennyroyal	plant
pennyroyal	actor
pennyroyal	performer
pennyroyal	entertainer
panther	panther
panther	leopard
panther	feline
inoculator	professional
inoculator	athlete
inoculator	contestant
inoculator	person
inoculator	organism
bandit	bandit
bandit	thief
bandit	criminal
bandit	principal
bandit	financier
gumbo-limbo	plant
gumbo-limbo	actor
gumbo-limbo	performer
gumbo-limbo	entertainer
gumbo-limbo	person
gumbo-limbo	organism
settler	settler
whitethorn	shrub
whitethorn	plant
whitethorn	actor
whitethorn	performer
whitethorn	entertainer
flier	traveler
chaperon	defender
chaperon	preserver
chaperon	cook
whelk	invertebrate
whelk	animal
goldfish	cyprinid
eyewitness	spectator
eyewitness	perceiver
wisteria	vine
platitudinarian	person
platitudinarian	organism
buzzard	bird
danaid	danaid
brick	brick
chandler	chandler
referee	referee
geebung	shrub
geebung	plant
geebung	actor
geebung	performer
